Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Units_Sold_new
West Gear,1128299,02/11/2021,West,California,San Francisco,Men's Street Footwear,$51.00 ,293,"1,494",$598 ,Online,293
Foot Locker,1185732,1/24/2020,Northeast,New York,New York,Women's Apparel,$48.00 ,290,"1,392",$529 ,Online,290
Foot Locker,1185732,03/03/2020,Northeast,New York,New York,Women's Apparel,$59.00 ,290,"1,711",$616 ,Online,290
Walmart,1185732,4/18/2020,Northeast,New York,New York,Women's Apparel,$62.00 ,290,"1,798",$665 ,Online,290
Walmart,1185732,4/26/2020,Northeast,New York,New York,Women's Apparel,$68.00 ,290,"1,972",$749 ,Online,290
Walmart,1185732,7/18/2020,Northeast,New York,New York,Women's Apparel,$68.00 ,290,"1,972",$690 ,Online,290
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Street Footwear,$55.00 ,290,"1,595",$941 ,Online,290
Foot Locker,1185732,12/05/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$67.00 ,290,"1,943","$1,166 ",Online,290
Foot Locker,1185732,1/29/2020,Northeast,New York,New York,Men's Apparel,$43.00 ,289,"1,243",$398 ,Outlet,289
Foot Locker,1185732,02/03/2020,Northeast,New York,New York,Women's Athletic Footwear,$31.00 ,289,896,$331 ,Outlet,289
Foot Locker,1185732,02/09/2020,Northeast,New York,New York,Women's Athletic Footwear,$33.00 ,289,954,$381 ,Outlet,289
Walmart,1185732,4/25/2020,Northeast,New York,New York,Men's Apparel,$51.00 ,289,"1,474",$472 ,Outlet,289
Sports Direct,1197831,7/26/2020,South,Texas,Houston,Men's Athletic Footwear,$23.00 ,289,665,$279 ,Outlet,289
Walmart,1197831,10/25/2020,South,Texas,Houston,Women's Apparel,$44.00 ,289,"1,272",$725 ,Outlet,289
West Gear,1128299,11/07/2020,West,California,San Francisco,Men's Street Footwear,$28.00 ,289,809,$340 ,Outlet,289
West Gear,1128299,1/30/2021,West,California,San Francisco,Men's Street Footwear,$36.00 ,289,"1,040",$343 ,Outlet,289
Kohl's,1189833,05/07/2021,West,California,Los Angeles,Men's Street Footwear,$38.00 ,289,"1,098",$505 ,Outlet,289
Foot Locker,1185732,7/16/2021,South,Mississippi,Jackson,Men's Street Footwear,$47.00 ,289,"1,358",$625 ,Outlet,289
Foot Locker,1185732,02/08/2020,Northeast,New York,New York,Women's Street Footwear,$36.00 ,288,"1,037",$435 ,Outlet,288
Foot Locker,1185732,03/08/2020,Northeast,New York,New York,Men's Apparel,$45.00 ,288,"1,296",$441 ,Outlet,288
Kohl's,1189833,5/26/2021,West,California,Los Angeles,Men's Athletic Footwear,$42.00 ,288,"1,210",$339 ,Outlet,288
West Gear,1185732,02/10/2021,Southeast,Florida,Orlando,Men's Street Footwear,$36.00 ,288,"1,037",$487 ,Outlet,288
Foot Locker,1185732,09/05/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$51.00 ,287,"1,464",$849 ,Online,287
Walmart,1197831,8/13/2020,South,Texas,Houston,Men's Athletic Footwear,$30.00 ,287,861,$362 ,Outlet,287
West Gear,1128299,1/24/2021,West,California,San Francisco,Men's Street Footwear,$40.00 ,287,"1,148",$402 ,Outlet,287
West Gear,1128299,1/25/2021,West,California,San Francisco,Men's Athletic Footwear,$42.00 ,287,"1,205",$205 ,Outlet,287
Foot Locker,1185732,3/15/2020,Northeast,New York,New York,Women's Apparel,$61.00 ,286,"1,745",$698 ,Online,286
Walmart,1185732,05/05/2020,Northeast,New York,New York,Women's Street Footwear,$54.00 ,285,"1,539",$723 ,Online,285
Walmart,1197831,10/27/2020,South,Texas,Houston,Men's Athletic Footwear,$44.00 ,285,"1,254",$602 ,Online,285
Sports Direct,1197831,4/23/2021,South,Tennessee,Knoxville,Women's Street Footwear,$46.00 ,285,"1,311",$787 ,Online,285
Walmart,1197831,8/25/2020,South,Texas,Houston,Men's Athletic Footwear,$32.00 ,285,912,$383 ,Outlet,285
Kohl's,1189833,4/25/2021,West,California,Los Angeles,Men's Street Footwear,$30.00 ,285,855,$402 ,Outlet,285
Foot Locker,1185732,9/23/2020,Southeast,Florida,Miami,Men's Street Footwear,$53.00 ,284,"1,505",$828 ,Online,284
Foot Locker,1185732,04/06/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$33.00 ,283,934,$532 ,Online,283
Foot Locker,1185732,05/05/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$48.00 ,282,"1,354",$744 ,Online,282
Foot Locker,1185732,01/04/2020,Northeast,New York,New York,Women's Athletic Footwear,$36.00 ,281,"1,012",$374 ,Outlet,281
Foot Locker,1185732,02/04/2020,Northeast,New York,New York,Men's Apparel,$44.00 ,281,"1,236",$445 ,Outlet,281
Walmart,1197831,10/22/2020,South,Texas,Houston,Women's Street Footwear,$34.00 ,281,955,$373 ,Outlet,281
West Gear,1128299,01/08/2021,West,California,San Francisco,Women's Street Footwear,$42.00 ,281,"1,180",$531 ,Outlet,281
Sports Direct,1197831,10/16/2021,South,Texas,Dallas,Men's Street Footwear,$46.00 ,281,"1,293",$608 ,Outlet,281
Foot Locker,1185732,01/09/2021,Southeast,Georgia,Atlanta,Women's Apparel,$30.00 ,281,843,$447 ,Outlet,281
Walmart,1185732,4/24/2020,Northeast,New York,New York,Women's Apparel,$59.00 ,280,"1,652",$661 ,Online,280
Foot Locker,1185732,02/10/2020,Northeast,New York,New York,Men's Apparel,$47.00 ,280,"1,316",$461 ,Outlet,280
Walmart,1185732,05/01/2020,Northeast,New York,New York,Men's Apparel,$47.00 ,280,"1,316",$474 ,Outlet,280
West Gear,1128299,1/31/2021,West,California,San Francisco,Men's Athletic Footwear,$39.00 ,280,"1,092",$197 ,Outlet,280
Sports Direct,1197831,09/11/2021,South,Texas,Dallas,Men's Athletic Footwear,$40.00 ,280,"1,120",$459 ,Outlet,280
Sports Direct,1197831,9/15/2021,South,Texas,Dallas,Women's Apparel,$42.00 ,280,"1,176",$647 ,Outlet,280
Sports Direct,1197831,09/05/2021,South,Alabama,Birmingham,Women's Apparel,$36.00 ,280,"1,008",$645 ,Outlet,280
Sports Direct,1197831,09/11/2021,South,Alabama,Birmingham,Women's Apparel,$47.00 ,280,"1,316",$921 ,Outlet,280
Walmart,1128299,12/16/2021,Southeast,Florida,Orlando,Men's Street Footwear,$58.00 ,280,"1,624",$585 ,Outlet,280
Walmart,1185732,4/17/2020,Northeast,New York,New York,Men's Apparel,$43.00 ,279,"1,200",$396 ,Outlet,279
Walmart,1185732,05/07/2020,Northeast,New York,New York,Men's Apparel,$48.00 ,279,"1,339",$496 ,Outlet,279
Foot Locker,1185732,03/06/2020,Northeast,New York,New York,Women's Street Footwear,$46.00 ,278,"1,279",$614 ,Online,278
Foot Locker,1185732,9/22/2020,Southeast,Florida,Miami,Women's Apparel,$56.00 ,278,"1,557",$950 ,Online,278
Foot Locker,1185732,08/06/2021,Southeast,South Carolina,Charleston,Women's Apparel,$58.00 ,278,"1,612",$984 ,Online,278
Foot Locker,1185732,11/06/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$50.00 ,278,"1,390",$792 ,Online,278
Foot Locker,1185732,3/14/2020,Northeast,New York,New York,Men's Apparel,$46.00 ,278,"1,279",$435 ,Outlet,278
West Gear,1128299,1/19/2021,West,California,San Francisco,Men's Athletic Footwear,$47.00 ,278,"1,307",$287 ,Outlet,278
Sports Direct,1197831,9/14/2021,South,Alabama,Birmingham,Women's Street Footwear,$36.00 ,278,"1,001",$530 ,Outlet,278
West Gear,1197831,07/06/2021,West,Idaho,Boise,Women's Street Footwear,$34.00 ,278,945,$397 ,Outlet,278
West Gear,1128299,01/12/2021,West,California,San Francisco,Men's Street Footwear,$56.00 ,277,"1,551",$698 ,Online,277
Foot Locker,1185732,1/21/2020,Northeast,New York,New York,Women's Street Footwear,$36.00 ,276,994,$467 ,Online,276
Walmart,1197831,8/17/2020,South,Texas,Houston,Women's Apparel,$37.00 ,276,"1,021",$643 ,Online,276
Sports Direct,1185732,03/02/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,$28.00 ,276,773,$417 ,Online,276
Sports Direct,1197831,8/23/2021,South,Alabama,Birmingham,Men's Apparel,$25.00 ,275,"6,875","$2,750 ",Outlet,275
Foot Locker,1185732,1/18/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,$25.00 ,275,"6,875","$2,750 ",In-store,275
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,$30.00 ,275,"8,250","$2,888 ",In-store,275
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,$20.00 ,275,"5,500","$1,925 ",In-store,275
Foot Locker,1185732,9/19/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,$15.00 ,275,"4,125","$1,650 ",In-store,275
Foot Locker,1185732,9/19/2021,Midwest,Missouri,St. Louis,Men's Apparel,$25.00 ,275,"6,875","$2,406 ",In-store,275
West Gear,1185732,05/12/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,$25.00 ,275,"6,875","$2,750 ",In-store,275
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,$20.00 ,275,"5,500","$2,200 ",In-store,275
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Men's Apparel,$30.00 ,275,"8,250","$2,888 ",In-store,275
Foot Locker,1185732,3/16/2021,South,Mississippi,Jackson,Women's Athletic Footwear,$20.00 ,275,"5,500","$2,200 ",Online,275
Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,$20.00 ,275,"5,500","$2,200 ",Online,275
Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Men's Apparel,$30.00 ,275,"8,250","$2,888 ",Online,275
West Gear,1197831,2/21/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,$25.00 ,275,"6,875","$2,406 ",Online,275
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,$10.00 ,275,"2,750","$1,100 ",Online,275
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,$25.00 ,275,"6,875","$2,750 ",Online,275
West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,$15.00 ,275,"4,125","$1,650 ",Online,275
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,$15.00 ,275,"4,125","$1,444 ",Online,275
Foot Locker,1185732,01/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,$30.00 ,275,"8,250","$2,475 ",Online,275
Sports Direct,1185732,01/09/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$25.00 ,275,"6,875","$2,063 ",Online,275
Sports Direct,1185732,02/09/2021,Midwest,North Dakota,Fargo,Women's Apparel,$25.00 ,275,"6,875","$2,750 ",Online,275
Foot Locker,1185732,06/06/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$30.00 ,275,"8,250","$2,888 ",In-store,275
Foot Locker,1185732,09/07/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$30.00 ,275,"8,250","$2,888 ",In-store,275
West Gear,1185732,03/09/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,$15.00 ,275,"4,125","$1,444 ",In-store,275
West Gear,1185732,03/09/2021,Midwest,Indiana,Indianapolis,Women's Apparel,$25.00 ,275,"6,875","$2,750 ",In-store,275
West Gear,1185732,09/11/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,$30.00 ,275,"8,250","$3,300 ",In-store,275
West Gear,1185732,3/16/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,$30.00 ,275,"8,250","$3,300 ",In-store,275
Foot Locker,1185732,2/15/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,$30.00 ,275,"8,250","$3,300 ",In-store,275
Foot Locker,1185732,3/13/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,$30.00 ,275,"8,250","$3,300 ",In-store,275
Kohl's,1185732,01/10/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,$25.00 ,275,"6,875","$2,750 ",In-store,275
Walmart,1185732,4/28/2020,Northeast,New York,New York,Men's Athletic Footwear,$53.00 ,273,"1,447",$622 ,Online,273
West Gear,1128299,01/06/2021,West,California,San Francisco,Men's Street Footwear,$56.00 ,273,"1,529",$764 ,Online,273
West Gear,1128299,1/18/2021,West,California,San Francisco,Men's Street Footwear,$62.00 ,273,"1,693",$779 ,Online,273
West Gear,1128299,02/12/2021,West,California,San Francisco,Men's Athletic Footwear,$58.00 ,273,"1,583",$428 ,Online,273
Sports Direct,1197831,9/24/2021,South,Texas,Dallas,Women's Street Footwear,$46.00 ,273,"1,256",$691 ,Online,273
Foot Locker,1185732,08/06/2020,West,Washington,Seattle,Men's Street Footwear,$44.00 ,273,"1,201",$661 ,Online,273
Foot Locker,1185732,06/07/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$51.00 ,273,"1,392",$780 ,Online,273
Walmart,1197831,08/11/2020,South,Texas,Houston,Women's Apparel,$27.00 ,272,734,$404 ,Outlet,272
Walmart,1197831,09/11/2020,South,Texas,Houston,Men's Street Footwear,$31.00 ,272,843,$329 ,Outlet,272
West Gear,1128299,11/13/2020,West,California,San Francisco,Men's Street Footwear,$36.00 ,272,979,$382 ,Outlet,272
Kohl's,1189833,4/26/2021,West,California,Los Angeles,Men's Athletic Footwear,$37.00 ,272,"1,006",$292 ,Outlet,272
Kohl's,1189833,5/19/2021,West,California,Los Angeles,Men's Street Footwear,$40.00 ,272,"1,088",$500 ,Outlet,272
Sports Direct,1197831,9/21/2021,South,Texas,Dallas,Women's Apparel,$47.00 ,272,"1,278",$729 ,Outlet,272
Sports Direct,1197831,4/15/2021,South,Tennessee,Knoxville,Men's Street Footwear,$29.00 ,272,789,$394 ,Outlet,272
Sports Direct,1197831,4/20/2021,South,Tennessee,Knoxville,Women's Apparel,$38.00 ,272,"1,034",$641 ,Outlet,272
Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Men's Street Footwear,$50.00 ,272,"1,360",$435 ,Outlet,272
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,$60.00 ,272,"1,632",$441 ,Outlet,272
West Gear,1185732,01/12/2021,Southeast,Florida,Orlando,Men's Street Footwear,$30.00 ,272,816,$416 ,Outlet,272
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$60.00 ,272,"1,632",$604 ,Outlet,272
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$67.00 ,272,"1,822",$729 ,Outlet,272
West Gear,1128299,12/16/2021,South,Louisiana,New Orleans,Men's Street Footwear,$46.00 ,272,"1,251",$576 ,Outlet,272
West Gear,1128299,11/03/2020,South,Texas,Houston,Women's Street Footwear,$33.00 ,271,894,$376 ,Outlet,271
West Gear,1128299,12/25/2020,West,California,San Francisco,Men's Street Footwear,$40.00 ,271,"1,084",$412 ,Outlet,271
West Gear,1128299,2/14/2021,West,California,San Francisco,Women's Athletic Footwear,$40.00 ,271,"1,084",$325 ,Outlet,271
Sports Direct,1197831,04/08/2021,South,Tennessee,Knoxville,Women's Apparel,$31.00 ,271,840,$496 ,Outlet,271
Sports Direct,1197831,4/22/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$44.00 ,271,"1,192",$608 ,Outlet,271
West Gear,1197831,07/06/2021,West,Idaho,Boise,Men's Athletic Footwear,$40.00 ,271,"1,084",$466 ,Outlet,271
Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,$39.00 ,271,"1,057",$444 ,Outlet,271
Foot Locker,1185732,03/05/2020,Northeast,New York,New York,Men's Athletic Footwear,$54.00 ,270,"1,458",$598 ,Online,270
Walmart,1185732,4/17/2020,Northeast,New York,New York,Men's Apparel,$54.00 ,270,"1,458",$656 ,Online,270
Walmart,1185732,4/20/2020,Northeast,New York,New York,Men's Athletic Footwear,$50.00 ,270,"1,350",$594 ,Online,270
Kohl's,1189833,4/19/2021,West,California,Los Angeles,Men's Street Footwear,$44.00 ,270,"1,188",$653 ,Online,270
Sports Direct,1185732,9/29/2020,Southeast,Florida,Miami,Men's Street Footwear,$56.00 ,270,"1,512",$907 ,Online,270
West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Men's Street Footwear,$86.00 ,270,"2,322","$1,231 ",Online,270
Foot Locker,1185732,07/05/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$58.00 ,270,"1,566",$767 ,Online,270
Foot Locker,1185732,3/13/2020,Northeast,New York,New York,Women's Athletic Footwear,$35.00 ,270,945,$350 ,Outlet,270
Walmart,1185732,4/30/2020,Northeast,New York,New York,Women's Athletic Footwear,$41.00 ,270,"1,107",$410 ,Outlet,270
Sports Direct,1197831,7/19/2020,Northeast,New York,New York,Men's Street Footwear,$20.00 ,270,540,$211 ,Outlet,270
Sports Direct,1197831,7/20/2020,Northeast,New York,New York,Men's Athletic Footwear,$26.00 ,270,702,$260 ,Outlet,270
Walmart,1197831,09/04/2020,South,Texas,Houston,Women's Apparel,$39.00 ,270,"1,053",$569 ,Outlet,270
Walmart,1197831,10/20/2020,South,Texas,Houston,Men's Street Footwear,$34.00 ,270,918,$349 ,Outlet,270
West Gear,1128299,12/31/2020,West,California,San Francisco,Men's Street Footwear,$44.00 ,270,"1,188",$523 ,Outlet,270
Walmart,1185732,4/21/2020,Northeast,New York,New York,Women's Street Footwear,$47.00 ,268,"1,260",$592 ,Online,268
Walmart,1197831,08/12/2020,South,Texas,Houston,Men's Street Footwear,$29.00 ,268,777,$373 ,Online,268
Walmart,1197831,8/30/2020,South,Texas,Houston,Men's Street Footwear,$37.00 ,268,992,$486 ,Online,268
West Gear,1128299,1/25/2021,West,California,San Francisco,Men's Athletic Footwear,$56.00 ,268,"1,501",$420 ,Online,268
Foot Locker,1185732,8/18/2020,Southeast,Florida,Miami,Men's Street Footwear,$41.00 ,268,"1,099",$659 ,Online,268
Sports Direct,1197831,9/14/2021,South,Alabama,Birmingham,Women's Street Footwear,$51.00 ,268,"1,367",$820 ,Online,268
Foot Locker,1185732,03/11/2020,Northeast,New York,New York,Men's Athletic Footwear,$53.00 ,267,"1,415",$594 ,Online,267
Foot Locker,1185732,03/05/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$33.00 ,265,875,$507 ,Online,265
Walmart,1197831,8/20/2020,South,Texas,Houston,Women's Street Footwear,$27.00 ,264,713,$285 ,Outlet,264
Walmart,1197831,09/05/2020,South,Texas,Houston,Men's Street Footwear,$33.00 ,264,871,$366 ,Outlet,264
West Gear,1128299,11/01/2020,South,Texas,Houston,Men's Street Footwear,$30.00 ,264,792,$309 ,Outlet,264
West Gear,1128299,1/14/2021,West,California,San Francisco,Women's Street Footwear,$46.00 ,264,"1,214",$486 ,Outlet,264
West Gear,1128299,1/17/2021,West,California,San Francisco,Women's Apparel,$56.00 ,264,"1,478",$281 ,Outlet,264
West Gear,1128299,1/29/2021,West,California,San Francisco,Women's Apparel,$51.00 ,264,"1,346",$202 ,Outlet,264
Kohl's,1189833,3/19/2021,West,California,Los Angeles,Men's Street Footwear,$24.00 ,264,634,$279 ,Outlet,264
Kohl's,1189833,4/24/2021,West,California,Los Angeles,Women's Apparel,$48.00 ,264,"1,267",$279 ,Outlet,264
Kohl's,1189833,05/02/2021,West,California,Los Angeles,Men's Athletic Footwear,$41.00 ,264,"1,082",$336 ,Outlet,264
Kohl's,1189833,05/08/2021,West,California,Los Angeles,Men's Athletic Footwear,$39.00 ,264,"1,030",$278 ,Outlet,264
Kohl's,1189833,5/14/2021,West,California,Los Angeles,Men's Athletic Footwear,$43.00 ,264,"1,135",$341 ,Outlet,264
Kohl's,1189833,5/20/2021,West,California,Los Angeles,Men's Athletic Footwear,$42.00 ,264,"1,109",$333 ,Outlet,264
Sports Direct,1197831,09/09/2021,South,Texas,Dallas,Women's Apparel,$34.00 ,264,898,$467 ,Outlet,264
Sports Direct,1197831,9/17/2021,South,Texas,Dallas,Men's Athletic Footwear,$34.00 ,264,898,$377 ,Outlet,264
Sports Direct,1197831,4/16/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$30.00 ,264,792,$396 ,Outlet,264
Sports Direct,1197831,5/16/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$37.00 ,264,977,$479 ,Outlet,264
Sports Direct,1197831,09/07/2021,South,Alabama,Birmingham,Men's Athletic Footwear,$37.00 ,264,977,$537 ,Outlet,264
West Gear,1197831,07/06/2021,West,Idaho,Boise,Men's Street Footwear,$35.00 ,264,924,$425 ,Outlet,264
Foot Locker,1197831,07/06/2021,West,Idaho,Boise,Women's Apparel,$51.00 ,264,"1,346",$794 ,Outlet,264
Foot Locker,1185732,01/09/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,$24.00 ,264,634,$203 ,Outlet,264
Walmart,1185732,05/02/2020,Northeast,New York,New York,Women's Apparel,$66.00 ,263,"1,736",$642 ,Online,263
West Gear,1128299,02/05/2021,West,California,San Francisco,Men's Street Footwear,$52.00 ,263,"1,368",$602 ,Online,263
Sports Direct,1197831,9/15/2021,South,Texas,Dallas,Women's Apparel,$53.00 ,263,"1,394",$878 ,Online,263
Sports Direct,1197831,4/17/2021,South,Tennessee,Knoxville,Women's Street Footwear,$36.00 ,263,947,$568 ,Online,263
West Gear,1185732,06/10/2021,Northeast,New York,Albany,Men's Street Footwear,$59.00 ,263,"1,552",$869 ,Online,263
Sports Direct,1185732,8/16/2021,Midwest,Michigan,Detroit,Men's Street Footwear,$55.00 ,263,"1,447",$926 ,Online,263
Sports Direct,1185732,02/04/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$34.00 ,263,894,$447 ,Online,263
Sports Direct,1185732,04/03/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,$27.00 ,263,710,$383 ,Online,263
Sports Direct,1185732,07/02/2021,Southeast,North Carolina,Charlotte,Women's Apparel,$64.00 ,263,"1,683","$1,060 ",Online,263
Sports Direct,1197831,08/01/2020,South,Texas,Houston,Men's Athletic Footwear,$30.00 ,263,789,$308 ,Outlet,263
Walmart,1197831,8/21/2020,South,Texas,Houston,Women's Athletic Footwear,$26.00 ,263,684,$328 ,Outlet,263
West Gear,1128299,1/13/2021,West,California,San Francisco,Men's Athletic Footwear,$49.00 ,263,"1,289",$309 ,Outlet,263
West Gear,1128299,1/22/2021,West,California,San Francisco,Men's Apparel,$59.00 ,263,"1,552",$884 ,Outlet,263
